Taxon,Included in summary metrics,Category,Associated crop type general,Associated crop type specific,Genus,Associated crop common name,Total Records,Records with latitude,Records with longitude,Records with coordinates,Total G records,Total G records with coordinates,Total H Records,Total H with coordinates,Total occurrences in target native area,Total G occurrences in target native area,Total H occurrences in target native area,AUC,AUCtest,nAUC,cAUC,sensi_train,speci_train,threshold_train,maxTSS_train,minROCdist_train,threshold_test,sensi_test,speci_test,matthewscor_test,LR_pos_test,LR_neg_test,kappa_index_test,SDAUC,ASD15,Valid model,Map used in summary figures,SRSex,GRSex,ERSex,FCSex,FCSex priority category,Total occurrences in modeled area,Total occurrences in modeled area in protected areas,SRSin,GRSin,ERSin,FCSin,FCSin priority category,FCSex value,FCSin value,FCS minimum,FCS maximum,FCSc mean,FCS min priority category,FCC max priority category,FCSc mean priority category,EOO area km2,EOO status,AOO,AOO adjusted minimum,AOO status,Combined threat assessment status,NatureServe taxon aligned,NatureServe Determination Tax note,NatureServe ID,NatureServe G RANK,NatureServe ROUNDED G RANK,NatureServe GRANK REV YR,NatureServe GRANK AGE,NatureServe G RANK CHANGE DATE,NatureServe G RANK REVIEW DATE,USESA STATUS,NatureServe G RANK REASONS,NatureServe G CALCULATED RANK,NatureServe US STATES AND S RANKS,NatureServe CANADIAN PROVINCES AND S RANKS,Red List scientificName,Red List Destermination Tax note,Red List assessment Id,Red List internal Taxon Id,Red List Category,Red List Criteria,Red List year published,Red List assessment date,Red List criteria version,Red List rationale,Red List habitat,Red List threats,Red List population,Red List population trend,Red List range,Red List use trade,Red List systems,Red List conservation actions,Red List realm,Red List year last seen,Red List possibly extinct,Red List possibly extinct in the wild,Red List scopes,Total occurrences in modeled area PADUS,Total occurrences in modeled area in protected areas PADUS,SRSin PADUS,GRSin PADUS,ERSin PADUS,FCSin PADUS,FCSin priority category PADUS
Rubus baileyanus,Y,1A,Food,Fruits,Rubus,"Raspberry, blackberry",202,11,11,11,0,0,202,11,9,0,9,0.912244415,0.665884683,0.596517319,0.569367364,1,0.859666667,0.587333333,0.859666667,0.140333333,0.587333333,0,0.852744874,-0.011862704,0,1.191952014,-0.001979894,0.073536994,49.0967959,N,Y,0,0,0,0,UP,4,0,0,1.768479898,100,33.92282663,HP,0,33.92282663,0,33.92282663,16.96141332,UP,HP,UP,259914.1276,Least Concern (LC),16,16,Endangered (EN),Endangered (EN),Rubus baileyanus,accepted,152935,G5,G5,1994,>10 years,12/23/1994,12/23/1994,,,,CT(SNR); DC(SNR); IL(SNR); IN(SNR); KY(SNR); MA(SNR); MD(SNR); MI(SNR); MN(SNR); NJ(S4); NY(SNR); OH(SNR); PA(SNR); RI(SNR); TN(SNR); WI(SNR); WV(SH),,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,9.993763119,100,36.66458771,HP
Rubus biformispinus,Y,1C,Food,Fruits,Rubus,"Raspberry, blackberry",96,1,1,1,0,0,96,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,0,0,0,0,UP,1,0,0,NA,NA,0,UP,0,0,0,0,0,UP,UP,UP,NA,Critically Endangered (CR),NA,NA,Critically Endangered (CR),Critically Endangered (CR),Rubus biformispinus,accepted,132637,G4?Q,G4,1997,>10 years,4/19/1997,4/19/1997,,,,ME(SNR); NY(SNR); PA(SNR),NS(SNR); ON(SNA); QC(SNA),,,,,,,,,,,,,,,,,,,,,,,,1,0,0,NA,NA,0,UP
Rubus canadensis,Y,1A,Food,Fruits,Rubus,"Raspberry, blackberry",1803,236,236,236,24,21,1779,215,216,21,195,0.933184251,0.898541313,0.904480781,0.494060533,0.8627,0.8521,0.285,0.7148,0.202560861,0.285,0.774810606,0.847441853,0.274213699,5.154565421,0.264928253,0.183496288,0.002427984,0.139957147,Y,Y,1.349072513,6.34745425,25,10.89884225,UP,148,16,10.81081081,7.475647526,100,39.42881945,HP,10.89884225,39.42881945,10.89884225,39.42881945,25.16383085,UP,HP,HP,2989526.466,Least Concern (LC),532,532,Vulnerable (VU),Vulnerable (VU),Rubus canadensis,accepted,961914,G5,G5,2016,<5 years,4/7/2016,4/7/2016,,,,AL(SNR); CT(SNR); DC(SNR); GA(SNR); KY(SNR); MA(SNR); MD(SNR); ME(SNR); MI(SNR); MN(SNR); NC(SNR); NH(SNR); NJ(SNR); NY(SNR); OH(SNR); PA(SNR); RI(SNR); SC(SNR); TN(SNR); VA(SNR); VT(SNR); WI(SNR); WV(SNR),NB(SNR); NF(SU); NS(SNR); ON(S5); PE(SNR); QC(SNR),,,,,,,,,,,,,,,,,,,,,,,,148,48,32.43243243,17.97844199,91.66666667,47.35918036,HP
Rubus chamaemorus,Y,1A,Food,Fruits,Rubus,"Raspberry, blackberry",8072,3003,3003,3003,18,12,8054,2991,1198,8,1190,0.878087983,0.863292006,0.943980166,0.419311839,0.8157,0.7935,0.3696,0.6092,0.27748805,0.3696,0.801810192,0.789138259,0.45761978,3.837207557,0.249841403,0.414085112,0.0027894,0.004672992,Y,Y,0.223491433,2.13394763,21.73913043,8.032189832,UP,869,227,26.12197929,33.38770301,95.65217391,51.72061874,MP,8.032189832,51.72061874,8.032189832,51.72061874,29.87640428,UP,MP,HP,32656729.31,Least Concern (LC),2052,2000,Possible Near Threatened (NT),Possible Near Threatened (NT),Rubus chamaemorus,accepted,144577,G5,G5,2016,<5 years,8/29/1984,3/15/2016,,Common and widespread across Canada.,,AK(SNR); ME(S3S4); MN(S2); NH(S2); NJ(SNR); NY(SX),AB(S5); BC(S5); LB(S5); MB(S5); NB(S3S4); NF(S5); NS(S4); NT(SNR); NU(SU); ON(S5); PE(S2); QC(S5); SK(S4); YT(S5),Rubus chamaemorus,accepted,67730717,64323876,Least Concern,,2016,2015-08-03 00:00:00 UTC,3.1,"The species is widespread and while it is possibly declining in parts of its range, it is not thought that any global population decline is likely to meet (or be close to meeting) the threshold for Vulnerable. Therefore the species is assessed as Least Concern.","<span id=""lblTaxonDesc"">The species grows in bogs, muskeg, wet meadows, mossy woods, boreal  forests, peaty tundra, lichen peat polygons, exposed sandy areas,  lakesides, gravelly stream beds and rock outcrops (Flora of North America Editorial Committee 1993+).",The threats to the species are unknown.,The species is classed as globally 'Secure' by NatureServe (2014). The Canadian Endangered Species Conservation Council (CESCC 2011) also class the species as 'Secure' (for Canada only).,Unknown,"The species has a circumpolar distribution and occurs in northern North America, Greenland, and Eurasia (Encyclopedia of Life 2015).","<span id=""lblTaxonDesc"">The edible fruits of this plant&#160;are highly valued in northern regions for consumption fresh and in  yogurt, jams, syrups, and juices. An alcoholic beverage is made from the  fruits and sold commercially in Newfoundland, Quebec, and Finland (Flora of North America Editorial Committee 1993+).",Terrestrial|Freshwater (=Inland waters),No conservation actions for the species are known. More information would be useful on the species' population status and threats across its range.,Nearctic|Palearctic,,,,Global,869,358,41.19677791,67.29506013,56.52173913,55.00452572,MP
Rubus cuneifolius,Y,1A,Food,Fruits,Rubus,"Raspberry, blackberry",1321,136,136,136,2,2,1319,134,128,2,126,0.948392652,0.8726906,0.900542668,0.472147932,0.878,0.8636,0.2466,0.7416,0.190020905,0.2466,0.736666667,0.864712753,0.161575086,5.740617381,0.29519433,0.074983145,0.005927122,0.707087631,Y,Y,0.151630023,1.040083436,33.33333333,11.50834893,UP,36,11,30.55555556,9.58936782,83.33333333,41.1594189,HP,11.50834893,41.1594189,11.50834893,41.1594189,26.33388392,UP,HP,HP,184165.2491,Least Concern (LC),120,116,Endangered (EN),Endangered (EN),Rubus cuneifolius,accepted,146446,G5,G5,1988,>10 years,4/30/1988,4/30/1988,,,,AL(SNR); CT(S3); DC(SNR); DE(SU); FL(SNR); GA(SNR); LA(SNR); MA(S1S2); MD(SNR); MS(SNR); NC(S5); NH(S1); NJ(S5); NY(SH); PA(S1); SC(SNR); TN(SNR); VA(S5),,,,,,,,,,,,,,,,,,,,,,,,,36,12,33.33333333,17.25095481,83.33333333,44.63920716,HP
Rubus deamii,Y,1C,Food,Fruits,Rubus,"Raspberry, blackberry",43,16,16,16,0,0,43,16,16,0,16,0.929931523,0.691945462,0.822338141,0.369607321,0.944333333,0.849,0.528,0.793333333,0.204063836,0.528,0.5,0.854298835,0.095807085,26.93865449,0.542708581,0.061693332,0.060380879,63.25626012,N,Y,0,0,0,0,UP,8,3,37.5,4.840989329,100,47.44699644,HP,0,47.44699644,0,47.44699644,23.72349822,UP,HP,UP,92628.60139,Least Concern (LC),24,24,Endangered (EN),Endangered (EN),Rubus deamii,accepted,155821,G4?,G4,1994,>10 years,12/23/1994,12/23/1994,,,,IN(SX); KY(SNR); MO(SNR); NC(SNR); OH(SNR); PA(SNR); TN(SNR); WV(SH),ON(SU),,,,,,,,,,,,,,,,,,,,,,,,8,1,12.5,9.021061189,100,40.5070204,HP
Rubus deliciosus,Y,1A,Food,Fruits,Rubus,"Raspberry, blackberry",781,448,448,448,10,4,771,444,448,4,444,0.986966999,0.981969172,0.99340592,0.488563252,0.952,0.9564,0.2217,0.9084,0.065104191,0.2217,0.933608387,0.953960952,0.740537778,20.8721546,0.069645408,0.722190009,0.000477823,0,Y,Y,1.297016861,9.32003895,40,16.87235194,UP,411,45,10.94890511,8.723747981,80,33.2242177,HP,16.87235194,33.2242177,16.87235194,33.2242177,25.04828482,UP,HP,HP,307911.0462,Least Concern (LC),972,948,Vulnerable (VU),Vulnerable (VU),Rubus deliciosus,accepted,128963,G4?,G4,1994,>10 years,12/23/1994,12/23/1994,,,,CO(SNR); NM(SNR); OK(S1); WY(S1S2),,,,,,,,,,,,,,,,,,,,,,,,,411,251,61.07055961,53.16539457,100,71.41198473,MP
Rubus enslenii,Y,1C,Food,Fruits,Rubus,"Raspberry, blackberry",637,194,194,194,2,1,635,193,193,1,192,0.887487714,0.847425337,0.892461956,0.454963382,0.8369,0.7697,0.3175,0.6066,0.282694978,0.3175,0.757994855,0.766216733,0.202079255,3.278815154,0.316008851,0.111553292,0.004376789,0.172617454,Y,Y,0.31496063,0,0,0.104986877,UP,148,13,8.783783784,4.689816734,94.44444444,35.97268165,HP,0.104986877,35.97268165,0.104986877,35.97268165,18.03883427,UP,HP,UP,1437929.009,Least Concern (LC),540,532,Vulnerable (VU),Vulnerable (VU),Rubus enslenii,accepted,160729,G4G5Q,G4,1996,>10 years,11/24/1996,11/24/1996,,,,GA(S3S4); IA(S2); IL(SNR); IN(S1); KS(S1); KY(S5); ME(SNR); NJ(S2S3); PA(SNR); RI(SNR); VA(S4); VT(SU),ON(SU),,,,,,,,,,,,,,,,,,,,,,,,148,23,15.54054054,13.97853875,94.44444444,41.32117458,HP
Rubus flagellaris,Y,1A,Food,Fruits,Rubus,"Raspberry, blackberry",4284,723,722,722,29,10,4255,712,696,10,686,0.964477632,0.950806323,0.95618553,0.494620793,0.9028,0.9057,0.2189,0.8085,0.136552623,0.2189,0.860487749,0.904192026,0.469970235,9.168792445,0.153940629,0.400596155,0.001138228,0,Y,Y,0.681551116,3.71313155,18.75,7.714894222,UP,235,32,13.61702128,4.510725032,93.75,37.2925821,HP,7.714894222,37.2925821,7.714894222,37.2925821,22.50373816,UP,HP,UP,2369380.578,Least Concern (LC),820,820,Vulnerable (VU),Vulnerable (VU),Rubus flagellaris,accepted,961928,G5,G5,2016,<5 years,4/7/2016,4/7/2016,,,,AL(SNR); AR(SNR); AZ(SNR); CT(SNR); DC(SNR); DE(SNR); FL(SNR); GA(SNR); IA(SNR); IL(SNR); IN(SNR); KS(SNR); KY(SNR); LA(SNR); MA(SNR); MD(SNR); ME(SNR); MI(SNR); MN(SNR); MO(SNR); MS(SNR); NC(SNR); NE(SNR); NH(SNR); NJ(S5); NM(SNR); NY(SNR); OH(SNR); OK(S,NS(SNR); ON(S4); PE(SNR); QC(SNR),,,,,,,,,,,,,,,,,,,,,,,,235,63,26.80851064,15.90479519,100,47.57110194,HP
Rubus frondosus,Y,1B,Food,Fruits,Rubus,"Raspberry, blackberry",1437,193,193,193,0,0,1437,193,193,0,193,0.889320031,0.827268699,0.907646845,0.419621854,0.8464,0.7866,0.3848,0.633,0.264730944,0.3848,0.684938672,0.785204042,0.149999154,3.206541017,0.400520454,0.071776566,0.004125202,0.39885921,Y,Y,0,0,0,0,UP,87,0,0,3.574594535,100,34.52486485,HP,0,34.52486485,0,34.52486485,17.26243242,UP,HP,UP,1382656.644,Least Concern (LC),328,312,Endangered (EN),Endangered (EN),Rubus frondosus,accepted,146447,G5,G5,1984,>10 years,8/29/1984,8/29/1984,,,,AR(SNR); CT(SNR); DC(SNR); DE(SU); IA(S4); IL(SNR); IN(SNR); KS(S2); KY(S4?); MA(SNR); MD(SNR); ME(SNR); MI(SNR); MN(SNR); MO(SNR); NH(SNR); NJ(S4); NY(S5); OH(SNR); OK(SNR); PA(SNR); RI(SNR); VT(SNR); WI(SNR); WV(SH),ON(SU),,,,,,,,,,,,,,,,,,,,,,,,87,14,16.09195402,10.74825391,100,42.28006931,HP
Rubus glandicaulis,Y,1C,Food,Fruits,Rubus,"Raspberry, blackberry",227,35,35,35,0,0,227,35,34,0,34,0.946473693,0.768984671,0.898504975,0.370479696,0.926,0.879666667,0.477833333,0.805666667,0.149591009,0.477833333,0.458333333,0.874555752,0.040300136,3.245871283,0.603736566,0.009997402,0.016190764,14.38549473,N,Y,0,0,0,0,UP,10,1,10,5.622714852,100,38.54090495,HP,0,38.54090495,0,38.54090495,19.27045248,UP,HP,UP,420324.0742,Least Concern (LC),40,40,Endangered (EN),Endangered (EN),Rubus glandicaulis,accepted,128962,G5,G5,1994,>10 years,12/23/1994,12/23/1994,,,,AR(SNR); GA(SNR); IL(SNR); MA(SNR); ME(SNR); MI(SNR); MO(SNR); NC(SNR); NH(SNR); NY(SNR); VT(SNR); WI(SNR),NS(SNR); ON(SNR),,,,,,,,,,,,,,,,,,,,,,,,10,1,10,13.13021611,100,41.04340537,HP
