Taxon,Family,Genus,species,rank 1,infraspecific 1,rank 2,infraspecific 2,Taxon 2019 final without ranks,Taxon_Khouryetal (2013),Taxon_GRIN Global_2019,CWR_WUS_common_name,Type,Priority 2013,Category 2019 very general,Category 2019 general,Category 2019,Category 2019 confirmed,GRIN Global CWR Primary,GRIN Global CWR Secondary,GRIN Global CWR Tertiary,GRIN Global CWR Graftstock,In GRIN Global  CWR 2019,For ex situ gap analysis,For in situ gap analysis,Note on relation 2019,Relation_to_crop_2013,GP_TG_2013,GP_TG_citation_2013,Occurrence general,Occurrence specific,Distribution_states,Nox_weed,Occurrence_notes,CWR_WUS_citation,Type,Associated_crop_taxon,Associated_crop_common name,Crop or WUS use_very general,Crop or WUS use_general,Crop or WUS use_1,Crop or WUS use_2,Crop or WUS use_3
Pinus torreyana subsp. torreyana,Pinaceae,Pinus,torreyana,subsp.,torreyana,,,Pinus torreyana torreyana,Pinus torreyana subsp. torreyana,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,Khoury pers comm (2012)- related to iconic US species,,,,Forestry,Forestry,forestry,,
Pinus virginiana,Pinaceae,Pinus,virginiana,,,,,Pinus virginiana,Pinus virginiana,,Virginia pine,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,"Wiersema and León (1999), Widrlechner pers comm 2011",,,,Ornamental,Ornamental,social,material,
Piscidia piscipula,Fabaceae,Piscidia,piscipula,,,,,Piscidia piscipula,Piscidia piscipula,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,McGuffin (2000),,,,Medicinal,Medicinal,medicinal,ornamental,fuel
Pistia stratiotes,Araceae,Pistia,stratiotes,,,,,Pistia stratiotes,Pistia stratiotes,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,Noxious_weed_State,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,forage,fuel
Pithecellobium unguis-cati,Fabaceae,Pithecellobium,unguis-cati,,,,,Pithecellobium unguis-cati,Pithecellobium unguis-cati,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Non Native,Naturalized,,,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Plagiobothrys figuratus,Boraginaceae,Plagiobothrys,figuratus,,,,,Plagiobothrys figuratus,Plagiobothrys figuratus,,fragrant popcornflower,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Plagiobothrys fulvus,Boraginaceae,Plagiobothrys,fulvus,,,,,Plagiobothrys fulvus,Plagiobothrys fulvus,,Fulvous Popcorn-flower,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,,,"US: CA, OR",,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Plagiobothrys tenellus,Boraginaceae,Plagiobothrys,tenellus,,,,,Plagiobothrys tenellus,Plagiobothrys tenellus,,Pacific popcornflower,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Plantago erecta,Plantaginaceae,Plantago,erecta,,,,,Plantago erecta,Plantago erecta,,dotseed plantain,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Plantago lanceolata,Plantaginaceae,Plantago,lanceolata,,,,,Plantago lanceolata,Plantago lanceolata,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Non Native,Naturalized,,Noxious_weed_State,Noxious weed in 28 states,McGuffin (2000),,,,Medicinal,Medicinal,medicinal,forage,
Plantago maritima,Plantaginaceae,Plantago,maritima,,,,,Plantago maritima,Plantago maritima,,goose tongue,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Plantago ovata,Plantaginaceae,Plantago,ovata,,,,,Plantago ovata,Plantago ovata,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Non Native,Naturalized,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Plantago rugelii,Plantaginaceae,Plantago,rugelii,,,,,Plantago rugelii,Plantago rugelii,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,Bradly pers comm (2011),Native,Endemic,,,,Wiersema and León (1999),,,,Food and agriculture,Forage and feed,forage and feed,,
Platanus occidentalis,Platanaceae,Platanus,occidentalis,,,,,Platanus occidentalis,Platanus occidentalis,,American sycamore,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Endemic,,,,"Wiersema and León (1999), Widrlechner pers comm 2011",,,,Restoration,Restoration,restoration,material,
Platanus racemosa,Platanaceae,Platanus,racemosa,,,,,Platanus racemosa,Platanus racemosa,,California sycamore,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,"NSNDB 2010, Widrlechner pers comm 2011",,,,Restoration,Restoration,restoration,,
Platystemon californicus,Papaveraceae,Platystemon,californicus,,,,,Platystemon californicus,Platystemon californicus,,creamcups,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Plectranthus parviflorus,Lamiaceae,Plectranthus,parviflorus,,,,,Plectranthus parviflorus,Plectranthus parviflorus,,Little Spurflower,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,"US: FL, HI",,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Plectritis congesta,Caprifoliaceae,Plectritis,congesta,,,,,Plectritis congesta,Plectritis congesta,,Pink Plectritis,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,,,"US: CA, OR, WACA: BC",,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Pleuraphis jamesii,Poaceae,Pleuraphis,jamesii,,,,,Pleuraphis jamesii,Pleuraphis jamesii,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,Bradly pers comm (2011),Native,Endemic,,,,Wiersema and León (1999),,,,Food and agriculture,Forage and feed,forage and feed,,
Pleuraphis mutica,Poaceae,Pleuraphis,mutica,,,,,Pleuraphis mutica,Pleuraphis mutica,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,Bradly pers comm (2011),Native,Endemic,,,,Wiersema and León (1999),,,,Food and agriculture,Forage and feed,forage and feed,,
Pleuraphis rigida,Poaceae,Pleuraphis,rigida,,,,,Pleuraphis rigida,Pleuraphis rigida,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,Bradly pers comm (2011),Native,Endemic,,,,Wiersema and León (1999),,,,Food and agriculture,Forage and feed,forage and feed,,
Pluchea odorata,Asteraceae,Pluchea,odorata,,,,,Pluchea odorata,Pluchea odorata,,sweetscent,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Pluchea sericea,Asteraceae,Pluchea,sericea,,,,,Pluchea sericea,Pluchea sericea,,arrowweed,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Plumbago scandens,Plumbaginaceae,Plumbago,scandens,,,,,Plumbago scandens,Plumbago scandens,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Plumbago zeylanica,Plumbaginaceae,Plumbago,zeylanica,,,,,Plumbago zeylanica,Plumbago zeylanica,,Wild Leadwort,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,US: HI,,,McGuffin (2000),,,,Medicinal,Medicinal,medicinal,,
Podophyllum peltatum,Berberidaceae,Podophyllum,peltatum,,,,,Podophyllum peltatum,Podophyllum peltatum,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,"McGuffin (2000), Widrlechner pers comm 2011",,,,Medicinal,Medicinal,medicinal,ornamental,
Polemonium caeruleum,Polemoniaceae,Polemonium,caeruleum,,,,,Polemonium caeruleum,Polemonium caeruleum,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Polemonium reptans,Polemoniaceae,Polemonium,reptans,,,,,Polemonium reptans,Polemonium reptans,,Greek valerian,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Endemic,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Poliomintha incana,Lamiaceae,Poliomintha,incana,,,,,Poliomintha incana,Poliomintha incana,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Endemic,,,,Wiersema and León (1999),,,,Food and agriculture,Food,food additive,,
Polygala lutea,Polygalaceae,Polygala,lutea,,,,,Polygala lutea,Polygala lutea,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Endemic,,,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Polygala paucifolia,Polygalaceae,Polygala,paucifolia,,,,,Polygala paucifolia,Polygala paucifolia,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Polygala senega,Polygalaceae,Polygala,senega,,,,,Polygala senega,Polygala senega,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,McGuffin (2000),,,,Medicinal,Medicinal,medicinal,,
Polygonatum biflorum,Asparagaceae,Polygonatum,biflorum,,,,,Polygonatum biflorum,Polygonatum biflorum,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Polypodium glycyrrhiza,Polypodiaceae,Polypodium,glycyrrhiza,,,,,Polypodium glycyrrhiza,Polypodium glycyrrhiza,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Polypodium virginianum,Polypodiaceae,Polypodium,virginianum,,,,,Polypodium virginianum,Polypodium virginianum,,resurrection fern,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Polystichum acrostichoides,Dryopteridaceae,Polystichum,acrostichoides,,,,,Polystichum acrostichoides,Polystichum acrostichoides,,Christmas fern,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Polystichum braunii,Dryopteridaceae,Polystichum,braunii,,,,,Polystichum braunii,Polystichum braunii,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Polytaenia nuttallii,Apiaceae,Polytaenia,nuttallii,,,,,Polytaenia nuttallii,Polytaenia nuttallii,,Nuttall's prairie parsley,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Endemic,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Pontederia cordata var. cordata,Pontederiaceae,Pontederia,cordata,var.,cordata,,,Pontederia cordata cordata,Pontederia cordata var. cordata,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Populus balsamifera subsp. balsamifera,Salicaceae,Populus,balsamifera,subsp.,balsamifera,,,Populus balsamifera balsamifera,Populus balsamifera subsp. balsamifera,,Balsam Poplar,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,"Wiersema and León (1999), Widrlechner pers comm 2011",,,,Forestry,Forestry,wood,food additive,material
Populus balsamifera subsp. trichocarpa,Salicaceae,Populus,balsamifera,subsp.,trichocarpa,,,Populus balsamifera trichocarpa,Populus balsamifera subsp. trichocarpa,,Black Cottonwood,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,"syn Populus trichocarpa; Greenwood Resources maintains ex situ orchards and clone banks in Arkansas (Richard Shuren, personal comm. 2010)","Wiersema and León (1999), NSNDB 2010",,,,Forestry,Forestry,wood,ornamental,restoration
Populus deltoides subsp. deltoides,Salicaceae,Populus,deltoides,subsp.,deltoides,,,Populus deltoides deltoides,Populus deltoides subsp. deltoides,,Eastern Cottonwood,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,"Greenwood Resources maintains ex situ orchards and clone banks in Arkansas (Richard Shuren, personal comm. 2010)","NSNDB 2010, Widrlechner pers comm 2011",,,,Forestry,Forestry,wood,medicinal,material
Populus deltoides subsp. monilifera,Salicaceae,Populus,deltoides,subsp.,monilifera,,,Populus deltoides monilifera,Populus deltoides subsp. monilifera,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Endemic,,,,"Wiersema and León (1999), Widrlechner pers comm 2011",,,,Material and industrial,Material and industrial,material,restoration,
Populus grandidentata,Salicaceae,Populus,grandidentata,,,,,Populus grandidentata,Populus grandidentata,,bigtooth aspen,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Endemic,,,,"Wiersema and León (1999), Widrlechner pers comm 2011",,,,Material and industrial,Material and industrial,material,,
Populus tremuloides,Salicaceae,Populus,tremuloides,,,,,Populus tremuloides,Populus tremuloides,,quaking aspen,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,"McGuffin (2000), Widrlechner pers comm 2011",,,,Medicinal,Medicinal,medicinal,ornamental,restoration
Populus x jackii,Salicaceae,Populus,x jackii,,,,,Populus x jackii,Populus × jackii,,Jacks poplar,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,"Wiersema and León (1999), Widrlechner pers comm 2011",,,,Ornamental,Ornamental,ornamental,material,
Porophyllum ruderale,Asteraceae,Porophyllum,ruderale,,,,,Porophyllum ruderale,Porophyllum ruderale,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,McGuffin (2000),,,,Medicinal,Medicinal,medicinal,,
Potamogeton gramineus,Potamogetonaceae,Potamogeton,gramineus,,,,,Potamogeton gramineus,Potamogeton gramineus,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Potamogeton illinoensis,Potamogetonaceae,Potamogeton,illinoensis,,,,,Potamogeton illinoensis,Potamogeton illinoensis,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,Noxious_weed_State,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Potamogeton natans,Potamogetonaceae,Potamogeton,natans,,,,,Potamogeton natans,Potamogeton natans,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Potentilla anserina,Rosaceae,Potentilla,anserina,,,,,Potentilla anserina,Potentilla anserina,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,"McGuffin (2000), Widrlechner pers comm 2011",,,,Medicinal,Medicinal,medicinal,,
Potentilla gracilis,Rosaceae,Potentilla,gracilis,,,,,Potentilla gracilis,Potentilla gracilis,,slender cinquefoil,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,"NSNDB 2010, Widrlechner pers comm 2011",,,,Restoration,Restoration,restoration,,
Primula meadia,Primulaceae,Primula,meadia,,,,,Primula meadia,Primula meadia,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Endemic,,,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Primula parryi,Primulaceae,Primula,parryi,,,,,Primula parryi,Primula parryi,,Parry's Primrose,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,"US: AZ, CO, ID, MT, NM, NV, UT, WY",,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Primula pauciflora,Primulaceae,Primula,pauciflora,,,,,Primula pauciflora,Primula pauciflora,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Proboscidea louisianica subsp. louisianica,Martyniaceae,Proboscidea,louisianica,subsp.,louisianica,,,Proboscidea louisianica louisianica,Proboscidea louisianica subsp. louisianica,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Endemic; naturalized,,,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Proboscidea parviflora subsp. parviflora,Martyniaceae,Proboscidea,parviflora,subsp.,parviflora,,,Proboscidea parviflora parviflora,Proboscidea parviflora subsp. parviflora,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Endemic,,,,Wiersema and León (1999),,,,Material and industrial,Material and industrial,material,,
Prosartes hookeri,Liliaceae,Prosartes,hookeri,,,,,Prosartes hookeri,Prosartes hookeri,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Prunella vulgaris,Lamiaceae,Prunella,vulgaris,,,,,Prunella vulgaris,Prunella vulgaris,,common selfheal,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,NSNDB 2010,,,,Medicinal,Medicinal,medicinal,restoration,
Prunella vulgaris subsp. lanceolata,Lamiaceae,Prunella,vulgaris,subsp.,lanceolata,,,Prunella vulgaris lanceolata,Prunella vulgaris subsp. lanceolata,,lance selfheal,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Pseudognaphalium bicolor,Asteraceae,Pseudognaphalium,bicolor,,,,,Pseudognaphalium bicolor,Pseudognaphalium bicolor,,Two-color Cudweed,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,,,US: CA,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Pseudognaphalium californicum,Asteraceae,Pseudognaphalium,californicum,,,,,Pseudognaphalium californicum,Pseudognaphalium californicum,,ladies' tobacco,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Endemic,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Pseudognaphalium leucocephalum,Asteraceae,Pseudognaphalium,leucocephalum,,,,,Pseudognaphalium leucocephalum,Pseudognaphalium leucocephalum,,white cudweed,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Pseudotsuga menziesii,Pinaceae,Pseudotsuga,menziesii,,,,,Pseudotsuga menziesii,Pseudotsuga menziesii,,Douglas Fir,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,"Wiersema and León (1999), Widrlechner pers comm 2011",,,,Forestry,Forestry,wood,ornamental,material
Pseudotsuga menziesii var. glauca,Pinaceae,Pseudotsuga,menziesii,var.,glauca,,,Pseudotsuga menziesii glauca,Pseudotsuga menziesii var. glauca,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Endemic,,,,"Wiersema and León (1999), Widrlechner pers comm 2011",,,,Material and industrial,Material and industrial,material,,
Psoralidium tenuiflorum,Fabaceae,Psoralidium,tenuiflorum,,,,,Psoralidium tenuiflorum,Psoralidium tenuiflorum,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Psorothamnus spinosus,Fabaceae,Psorothamnus,spinosus,,,,,Psorothamnus spinosus,Psorothamnus spinosus,,smoketree,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Ptelea trifoliata,Rutaceae,Ptelea,trifoliata,,,,,Ptelea trifoliata,Ptelea trifoliata,,hoptree,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,"McGuffin (2000), Widrlechner pers comm 2011",,,,Medicinal,Medicinal,medicinal,ornamental,
Pteris grandifolia,Pteridaceae,Pteris,grandifolia,,,,,Pteris grandifolia,Pteris grandifolia,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,Wiersema and León (1999),,,,Ornamental,Ornamental,ornamental,,
Puccinellia nuttalliana,Poaceae,Puccinellia,nuttalliana,,,,,Puccinellia nuttalliana,Puccinellia nuttalliana,,Nuttall's alkaligrass,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,Bradly pers comm (2011),Native,Native; naturalized,,,,Wiersema and León (1999),,,,Food and agriculture,Forage and feed,forage and feed,restoration,
Purshia glandulosa,Rosaceae,Purshia,glandulosa,,,,,Purshia glandulosa,Purshia glandulosa,,desert bitterbrush,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Endemic,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
Purshia tridentata,Rosaceae,Purshia,tridentata,,,,,Purshia tridentata,Purshia tridentata,,antelope bitterbrush,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Endemic,,,,Wiersema and León (1999),,,,Restoration,Restoration,restoration,,
Pycnanthemum muticum,Lamiaceae,Pycnanthemum,muticum,,,,,Pycnanthemum muticum,Pycnanthemum muticum,,Blunt Mountainmint,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,"US: AL, AR, CT, DC, DE, FL, GA, IL, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WV",,,,,,,Ornamental,Ornamental,ornamental,,
Pycnanthemum pilosum,Lamiaceae,Pycnanthemum,pilosum,,,,,Pycnanthemum pilosum,Pycnanthemum pilosum,,,WUS,Non Priority,Non Priority,Category (3),Category (3),,,,,,,,,,WUS,,,Native,Native,,,,NSNDB 2010,,,,Restoration,Restoration,restoration,,
